log,iac_category,fault_category
"TASK [Set MySQL bind address] ******************************************************
changed: [lb-external-ingress]

TASK [Flush privileges] ******************************************************
changed: [lb-external-ingress]
failed: [lb-external-ingress] (item=prometheus) => {""changed"": false, ""msg"": ""Variable 'max_connections' rejected: value 9090 exceeds compiled-in limit"", ""ansible_loop_var"": ""item"", ""item"": ""fluentd""}",Configuration Data,Incorrect Detection/Analysis of User Input
"TASK [Check service registration] ******************************************************
ok: [storage-nas] => {""changed"": false}",SUCCESS,NONE
"TASK [Check service registration] ******************************************************
ok: [web-node-02]",SUCCESS,NONE
"TASK [Register node in inventory] ******************************************************
changed: [lb-haproxy] => {""changed"": false}",SUCCESS,NONE
"TASK [Deploy SSH authorised_keys] ******************************************************
ok: [db-srv-replica-01]

TASK [Validate key fingerprint] ******************************************************
changed: [db-srv-replica-01]
ERROR! Host key verification failed for db-srv-replica-01: REMOTE HOST IDENTIFICATION HAS CHANGED

The error appears to be in 'roles/storage/tasks/volumes.yml': line 158, column 12",Security,State Mismanagement
"TASK [Flush pending handlers] ******************************************************
ok: [bastion-host-prod] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Load role-specific variables] ******************************************************
ok: [db-mysql-replica-02]",SUCCESS,NONE
"TASK [Ensure base packages are present] ******************************************************
ok: [db-mongo-shard-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Verify target directory exists] ******************************************************
ok: [kube-node-staging-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Drain Kafka consumer offsets] ******************************************************
ok: [db-srv-main-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Validate TLS certificate expiry] ******************************************************
ok: [monitor-prometheus-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Check service registration] ******************************************************
ok: [monitor-grafana-01] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Configure firewall rules] ******************************************************
changed: [db-postgres-primary] => {""changed"": false}",SUCCESS,NONE
"TASK [Install Ansible collection] ******************************************************
ok: [db-mongo-shard-01]

TASK [Load collection namespace] ******************************************************
ok: [db-mongo-shard-01]
ERROR! Namespace collision detected: collection 'python3-cryptography' shadows a built-in module

The error appears to be in 'roles/app/tasks/deploy.yml': line 215, column 10",Dependency,Dependency-related Faults
"TASK [Rotate log files] ******************************************************
changed: [storage-nfs-srv] => {""changed"": false}",SUCCESS,NONE
"TASK [Gathering Facts] ******************************************************
ok: [ci-runner-deploy-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Drain Kafka consumer offsets] ******************************************************
ok: [db-mongo-shard-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Write database DSN to environment] ******************************************************
ok: [redis-cache-01]

TASK [Restart application] ******************************************************
changed: [redis-cache-01]
TASK [Apply Kubernetes manifests] ******************************************************
fatal: [redis-cache-01]: FAILED! => {""changed"": false, ""msg"": ""Destination file roles/app/tasks/deploy.yml does not exist and create=false; no changes made"", ""rc"": 2, ""invocation"": {""module_args"": {""name"": ""grafana"", ""state"": ""started""}}}",Configuration Data,State Mismanagement
"TASK [Deploy SSL certificate] ******************************************************
changed: [storage-nas] => {""changed"": false}",SUCCESS,NONE
"TASK [Drain Kafka consumer offsets] ******************************************************
ok: [kube-node-prod-02]",SUCCESS,NONE
"TASK [Create system group] ******************************************************
changed: [db-postgres-primary] => {""changed"": false}",SUCCESS,NONE
"TASK [Ping target hosts] ******************************************************
ok: [ingress-nginx-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Ensure base packages are present] ******************************************************
ok: [kube-node-prod-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Apply Kubernetes manifests] ******************************************************
changed: [redis-cache-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Run pre-flight health checks] ******************************************************
ok: [storage-ceph-osd-01]",SUCCESS,NONE
"TASK [Check service registration] ******************************************************
ok: [kube-node-staging-01]",SUCCESS,NONE
"TASK [Check disk free space] ******************************************************
ok: [storage-nfs-srv] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Set MySQL bind address] ******************************************************
changed: [web-frontend-eu-01]

TASK [Flush privileges] ******************************************************
ok: [web-frontend-eu-01]
TASK [Drain Kafka consumer offsets] ******************************************************
fatal: [web-frontend-eu-01]: FAILED! => {""changed"": false, ""msg"": ""Variable 'max_connections' rejected: value 10250 exceeds compiled-in limit"", ""rc"": 126, ""invocation"": {""module_args"": {""name"": ""cassandra"", ""state"": ""started""}}}",Configuration Data,Incorrect Detection/Analysis of User Input
"TASK [Synchronise NTP] ******************************************************
ok: [vault-server-01] => {""changed"": false}",SUCCESS,NONE
"TASK [Drain Kafka consumer offsets] ******************************************************
ok: [monitor-loki-01]",SUCCESS,NONE
"TASK [Check service registration] ******************************************************
ok: [api-gateway-node-02] => {""changed"": true, ""rc"": 0}",SUCCESS,NONE
"TASK [Render Jinja2 template] ******************************************************
changed: [db-srv-replica-02]

TASK [Write config to target] ******************************************************
ok: [db-srv-replica-02]
ERROR! AnsibleUndefinedVariable: 'max_heap_size' is undefined — verify group_vars/host_vars",Configuration Data,Variable Misreference
"TASK [Load host-specific vars file] ******************************************************
changed: [web-node-03]

TASK [Validate IP block range] ******************************************************
changed: [web-node-03]
TASK [Snapshot volume before migration] ******************************************************
fatal: [web-node-03]: FAILED! => {""changed"": false, ""msg"": ""Expected a valid CIDR string for key 'network_cidr'; received: 'log_level'"", ""rc"": 255, ""invocation"": {""module_args"": {""name"": ""etcd"", ""state"": ""started""}}}",Configuration Data,Incorrect Detection/Analysis of User Input
"TASK [Flush pending handlers] ******************************************************
ok: [redis-cache-02] => {""changed"": false}",SUCCESS,NONE
"TASK [Validate network interface] ******************************************************
ok: [app-k3s-worker-04] => {""changed"": false}",SUCCESS,NONE
"TASK [Create tmpfs mount] ******************************************************
changed: [app-k3s-worker-01]",SUCCESS,NONE
